age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit,Risk_Status
32,management,married,tertiary,no,0,yes,no,unknown,5.0,may,179.0,1.0,-1.0,0.0,unknown,no,Low Risk
42,admin.,single,secondary,no,-76,yes,no,unknown,5.0,may,787.0,1.0,-1.0,0.0,unknown,no,High Risk
24,technician,single,secondary,no,-103,yes,yes,unknown,5.0,may,145.0,1.0,-1.0,0.0,unknown,no,High Risk
38,entrepreneur,single,tertiary,no,243,no,yes,unknown,5.0,may,174.0,1.0,-1.0,0.0,unknown,no,High Risk
38,management,single,tertiary,no,424,yes,no,unknown,5.0,may,104.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,blue-collar,married,unknown,no,306,yes,no,unknown,5.0,may,13.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,single,unknown,no,24,yes,no,unknown,5.0,may,185.0,1.0,-1.0,0.0,unknown,no,Low Risk
46,services,married,primary,no,179,yes,no,unknown,5.0,may,1778.0,1.0,-1.0,0.0,unknown,no,Low Risk
32,admin.,married,tertiary,no,0,yes,no,unknown,5.0,may,138.0,1.0,-1.0,0.0,unknown,no,Low Risk
53,technician,divorced,secondary,no,989,yes,no,unknown,5.0,may,812.0,1.0,-1.0,0.0,unknown,no,Low Risk
57,blue-collar,married,primary,no,249,yes,no,unknown,5.0,may,164.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,services,married,secondary,no,790,yes,no,unknown,5.0,may,391.0,1.0,-1.0,0.0,unknown,no,Low Risk
49,blue-collar,married,unknown,no,154,yes,no,unknown,5.0,may,357.0,1.0,-1.0,0.0,unknown,no,Low Risk
51,management,married,tertiary,no,6530,yes,no,unknown,5.0,may,91.0,1.0,-1.0,0.0,unknown,no,Low Risk
60,retired,married,tertiary,no,100,no,no,unknown,5.0,may,528.0,1.0,-1.0,0.0,unknown,no,Low Risk
59,management,divorced,tertiary,no,59,yes,no,unknown,5.0,may,273.0,1.0,-1.0,0.0,unknown,no,Low Risk
55,technician,married,secondary,no,1205,yes,no,unknown,5.0,may,158.0,2.0,-1.0,0.0,unknown,no,Low Risk
35,blue-collar,single,secondary,no,12223,yes,yes,unknown,5.0,may,177.0,1.0,-1.0,0.0,unknown,no,High Risk
57,blue-collar,married,secondary,no,5935,yes,yes,unknown,5.0,may,258.0,1.0,-1.0,0.0,unknown,no,High Risk
31,services,married,secondary,no,25,yes,yes,unknown,5.0,may,172.0,1.0,-1.0,0.0,unknown,no,High Risk
54,management,married,secondary,no,282,yes,yes,unknown,5.0,may,154.0,1.0,-1.0,0.0,unknown,no,High Risk
55,blue-collar,married,primary,no,23,yes,no,unknown,5.0,may,291.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,technician,married,secondary,no,1937,yes,no,unknown,5.0,may,181.0,1.0,-1.0,0.0,unknown,no,Low Risk
53,technician,married,secondary,no,384,yes,no,unknown,5.0,may,176.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,married,secondary,no,582,no,yes,unknown,5.0,may,211.0,1.0,-1.0,0.0,unknown,no,High Risk
55,services,divorced,secondary,no,91,no,no,unknown,5.0,may,349.0,1.0,-1.0,0.0,unknown,no,Low Risk
49,services,divorced,secondary,no,0,yes,yes,unknown,5.0,may,272.0,1.0,-1.0,0.0,unknown,no,High Risk
55,services,divorced,secondary,yes,1,yes,no,unknown,5.0,may,208.0,1.0,-1.0,0.0,unknown,no,High Risk
45,admin.,single,secondary,no,206,yes,no,unknown,5.0,may,193.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,services,divorced,secondary,no,164,no,no,unknown,5.0,may,212.0,1.0,-1.0,0.0,unknown,no,Low Risk
42,technician,single,secondary,no,690,yes,no,unknown,5.0,may,20.0,1.0,-1.0,0.0,unknown,no,Low Risk
59,admin.,married,secondary,no,2343,yes,no,unknown,5.0,may,1042.0,1.0,-1.0,0.0,unknown,yes,Low Risk
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5.0,may,246.0,1.0,-1.0,0.0,unknown,no,High Risk
51,blue-collar,married,primary,no,173,yes,no,unknown,5.0,may,529.0,2.0,-1.0,0.0,unknown,no,Low Risk
56,admin.,married,secondary,no,45,no,no,unknown,5.0,may,1467.0,1.0,-1.0,0.0,unknown,yes,Low Risk
41,technician,married,secondary,no,1270,yes,no,unknown,5.0,may,1389.0,1.0,-1.0,0.0,unknown,yes,Low Risk
46,management,divorced,secondary,no,16,yes,yes,unknown,5.0,may,188.0,2.0,-1.0,0.0,unknown,no,High Risk
57,retired,married,secondary,no,486,yes,no,unknown,5.0,may,180.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,management,single,secondary,no,50,no,no,unknown,5.0,may,48.0,1.0,-1.0,0.0,unknown,no,Low Risk
30,technician,married,secondary,no,152,yes,yes,unknown,5.0,may,213.0,2.0,-1.0,0.0,unknown,no,High Risk
60,admin.,married,secondary,no,290,yes,no,unknown,5.0,may,583.0,1.0,-1.0,0.0,unknown,no,Low Risk
60,blue-collar,married,unknown,no,54,yes,no,unknown,5.0,may,221.0,1.0,-1.0,0.0,unknown,no,Low Risk
57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5.0,may,173.0,1.0,-1.0,0.0,unknown,no,High Risk
36,management,married,tertiary,no,101,yes,yes,unknown,5.0,may,426.0,1.0,-1.0,0.0,unknown,no,High Risk
55,blue-collar,married,secondary,no,383,no,no,unknown,5.0,may,287.0,1.0,-1.0,0.0,unknown,no,Low Risk
60,retired,married,tertiary,no,81,yes,no,unknown,5.0,may,101.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,technician,married,secondary,no,0,yes,no,unknown,5.0,may,203.0,1.0,-1.0,0.0,unknown,no,Low Risk
46,management,married,tertiary,no,229,yes,no,unknown,5.0,may,197.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,married,secondary,no,-674,yes,no,unknown,5.0,may,257.0,1.0,-1.0,0.0,unknown,no,High Risk
53,blue-collar,married,primary,no,90,no,no,unknown,5.0,may,124.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,blue-collar,married,primary,no,128,yes,no,unknown,5.0,may,229.0,1.0,-1.0,0.0,unknown,no,Low Risk
59,blue-collar,married,primary,no,179,yes,no,unknown,5.0,may,55.0,3.0,-1.0,0.0,unknown,no,Low Risk
27,technician,single,tertiary,no,0,yes,no,unknown,5.0,may,400.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,married,secondary,no,54,yes,no,unknown,5.0,may,197.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,technician,married,tertiary,no,151,yes,no,unknown,5.0,may,190.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,admin.,married,secondary,no,61,no,yes,unknown,5.0,may,21.0,1.0,-1.0,0.0,unknown,no,High Risk
59,retired,single,secondary,no,30,yes,no,unknown,5.0,may,514.0,1.0,-1.0,0.0,unknown,no,Low Risk
45,management,married,tertiary,no,523,yes,no,unknown,5.0,may,849.0,2.0,-1.0,0.0,unknown,no,Low Risk
29,services,divorced,secondary,no,31,yes,no,unknown,5.0,may,194.0,1.0,-1.0,0.0,unknown,no,Low Risk
46,technician,divorced,secondary,no,79,no,no,unknown,5.0,may,144.0,1.0,-1.0,0.0,unknown,no,Low Risk
56,self-employed,married,primary,no,-34,yes,yes,unknown,5.0,may,212.0,2.0,-1.0,0.0,unknown,no,High Risk
36,blue-collar,married,primary,no,448,yes,no,unknown,5.0,may,286.0,1.0,-1.0,0.0,unknown,no,Low Risk
59,retired,divorced,primary,no,81,yes,no,unknown,5.0,may,107.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,married,secondary,no,144,yes,no,unknown,5.0,may,247.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,admin.,married,secondary,no,351,yes,no,unknown,5.0,may,518.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,management,single,tertiary,no,-67,yes,no,unknown,5.0,may,364.0,1.0,-1.0,0.0,unknown,no,High Risk
59,management,divorced,tertiary,no,262,no,no,unknown,5.0,may,178.0,1.0,-1.0,0.0,unknown,no,Low Risk
57,technician,married,primary,no,0,no,no,unknown,5.0,may,98.0,1.0,-1.0,0.0,unknown,no,Low Risk
56,technician,divorced,unknown,no,56,yes,no,unknown,5.0,may,439.0,1.0,-1.0,0.0,unknown,no,Low Risk
51,blue-collar,married,secondary,no,26,yes,no,unknown,5.0,may,79.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,admin.,married,unknown,no,3,yes,no,unknown,5.0,may,120.0,3.0,-1.0,0.0,unknown,no,Low Risk
43,services,married,secondary,no,41,yes,yes,unknown,5.0,may,127.0,2.0,-1.0,0.0,unknown,no,High Risk
52,technician,married,tertiary,no,7,no,yes,unknown,5.0,may,175.0,1.0,-1.0,0.0,unknown,no,High Risk
33,technician,single,secondary,no,105,yes,no,unknown,5.0,may,262.0,2.0,-1.0,0.0,unknown,no,Low Risk
29,admin.,single,secondary,no,818,yes,yes,unknown,5.0,may,61.0,1.0,-1.0,0.0,unknown,no,High Risk
34,services,married,secondary,no,-16,yes,yes,unknown,5.0,may,78.0,1.0,-1.0,0.0,unknown,no,High Risk
31,blue-collar,married,secondary,no,0,yes,no,unknown,5.0,may,143.0,1.0,-1.0,0.0,unknown,no,Low Risk
55,services,married,secondary,no,2476,yes,no,unknown,5.0,may,579.0,1.0,-1.0,0.0,unknown,yes,Low Risk
55,management,married,unknown,no,1185,no,no,unknown,5.0,may,677.0,1.0,-1.0,0.0,unknown,no,Low Risk
32,admin.,single,secondary,no,217,yes,no,unknown,5.0,may,345.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,technician,single,secondary,no,1685,yes,no,unknown,5.0,may,185.0,1.0,-1.0,0.0,unknown,no,Low Risk
55,admin.,single,secondary,no,802,yes,yes,unknown,5.0,may,100.0,2.0,-1.0,0.0,unknown,no,High Risk
28,unemployed,single,tertiary,no,0,yes,no,unknown,5.0,may,125.0,2.0,-1.0,0.0,unknown,no,Low Risk
23,blue-collar,married,secondary,no,94,yes,no,unknown,5.0,may,193.0,1.0,-1.0,0.0,unknown,no,Low Risk
32,technician,single,secondary,no,0,yes,no,unknown,5.0,may,136.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,services,single,unknown,no,0,no,no,unknown,5.0,may,73.0,1.0,-1.0,0.0,unknown,no,Low Risk
32,blue-collar,married,secondary,no,517,yes,no,unknown,5.0,may,528.0,1.0,-1.0,0.0,unknown,no,Low Risk
46,blue-collar,married,secondary,no,265,yes,no,unknown,5.0,may,541.0,1.0,-1.0,0.0,unknown,no,Low Risk
53,housemaid,divorced,primary,no,947,yes,no,unknown,5.0,may,163.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,self-employed,single,secondary,no,3,yes,no,unknown,5.0,may,301.0,1.0,-1.0,0.0,unknown,no,Low Risk
57,unemployed,married,tertiary,no,42,no,no,unknown,5.0,may,46.0,1.0,-1.0,0.0,unknown,no,Low Risk
37,blue-collar,married,secondary,no,37,yes,no,unknown,5.0,may,204.0,1.0,-1.0,0.0,unknown,no,Low Risk
59,blue-collar,married,secondary,no,57,yes,no,unknown,5.0,may,98.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,services,married,secondary,no,22,yes,no,unknown,5.0,may,71.0,1.0,-1.0,0.0,unknown,no,Low Risk
56,blue-collar,divorced,primary,no,8,yes,no,unknown,5.0,may,157.0,2.0,-1.0,0.0,unknown,no,Low Risk
48,unemployed,married,secondary,no,293,yes,no,unknown,5.0,may,243.0,1.0,-1.0,0.0,unknown,no,Low Risk
43,services,married,primary,no,3,yes,no,unknown,5.0,may,186.0,2.0,-1.0,0.0,unknown,no,Low Risk
54,blue-collar,married,primary,no,348,yes,no,unknown,5.0,may,579.0,2.0,-1.0,0.0,unknown,no,Low Risk
51,blue-collar,married,unknown,no,-19,yes,no,unknown,5.0,may,163.0,2.0,-1.0,0.0,unknown,no,High Risk
26,student,single,secondary,no,0,yes,no,unknown,5.0,may,610.0,2.0,-1.0,0.0,unknown,no,Low Risk
40,management,married,tertiary,no,-4,yes,no,unknown,5.0,may,2033.0,1.0,-1.0,0.0,unknown,no,High Risk
39,management,married,secondary,no,18,yes,no,unknown,5.0,may,85.0,1.0,-1.0,0.0,unknown,no,Low Risk
50,technician,married,primary,no,139,no,no,unknown,5.0,may,114.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,services,married,secondary,no,0,yes,no,unknown,5.0,may,114.0,2.0,-1.0,0.0,unknown,no,Low Risk
51,blue-collar,married,unknown,no,1883,yes,no,unknown,5.0,may,57.0,1.0,-1.0,0.0,unknown,no,Low Risk
60,retired,divorced,secondary,no,216,yes,no,unknown,5.0,may,238.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,blue-collar,married,secondary,no,782,yes,no,unknown,5.0,may,93.0,3.0,-1.0,0.0,unknown,no,Low Risk
48,blue-collar,married,secondary,no,904,yes,no,unknown,5.0,may,128.0,2.0,-1.0,0.0,unknown,no,Low Risk
48,services,married,unknown,no,1705,yes,no,unknown,5.0,may,107.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,technician,single,tertiary,no,47,yes,no,unknown,5.0,may,181.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,services,single,secondary,no,176,yes,no,unknown,5.0,may,303.0,2.0,-1.0,0.0,unknown,no,Low Risk
40,blue-collar,married,secondary,no,1225,yes,no,unknown,5.0,may,558.0,5.0,-1.0,0.0,unknown,no,Low Risk
45,technician,married,secondary,no,86,yes,no,unknown,5.0,may,270.0,1.0,-1.0,0.0,unknown,no,Low Risk
26,admin.,single,secondary,no,82,yes,no,unknown,5.0,may,228.0,1.0,-1.0,0.0,unknown,no,Low Risk
52,management,married,tertiary,no,271,yes,no,unknown,5.0,may,99.0,1.0,-1.0,0.0,unknown,no,Low Risk
54,technician,married,secondary,no,1378,yes,no,unknown,5.0,may,240.0,1.0,-1.0,0.0,unknown,no,Low Risk
54,admin.,married,tertiary,no,184,no,no,unknown,5.0,may,673.0,2.0,-1.0,0.0,unknown,yes,Low Risk
50,blue-collar,married,primary,no,0,no,no,unknown,5.0,may,233.0,3.0,-1.0,0.0,unknown,no,Low Risk
35,blue-collar,married,secondary,no,0,yes,no,unknown,5.0,may,1056.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,services,married,secondary,no,1357,yes,yes,unknown,5.0,may,250.0,1.0,-1.0,0.0,unknown,no,High Risk
53,entrepreneur,married,unknown,no,19,yes,no,unknown,5.0,may,252.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,retired,single,primary,no,434,no,no,unknown,5.0,may,138.0,1.0,-1.0,0.0,unknown,no,Low Risk
60,admin.,divorced,secondary,no,92,yes,no,unknown,5.0,may,130.0,1.0,-1.0,0.0,unknown,no,Low Risk
53,admin.,divorced,secondary,no,1151,yes,no,unknown,5.0,may,412.0,1.0,-1.0,0.0,unknown,no,Low Risk
48,unemployed,married,secondary,no,41,yes,no,unknown,5.0,may,179.0,2.0,-1.0,0.0,unknown,no,Low Risk
34,technician,married,secondary,no,51,yes,no,unknown,5.0,may,19.0,2.0,-1.0,0.0,unknown,no,Low Risk
54,services,married,secondary,no,214,yes,no,unknown,5.0,may,458.0,2.0,-1.0,0.0,unknown,no,Low Risk
51,management,married,secondary,no,1161,yes,no,unknown,5.0,may,717.0,1.0,-1.0,0.0,unknown,no,Low Risk
31,services,married,tertiary,no,37,yes,no,unknown,5.0,may,313.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,technician,divorced,secondary,no,787,yes,no,unknown,5.0,may,683.0,2.0,-1.0,0.0,unknown,no,Low Risk
35,services,married,secondary,no,59,yes,no,unknown,5.0,may,1077.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,technician,married,secondary,no,253,yes,no,unknown,5.0,may,416.0,1.0,-1.0,0.0,unknown,no,Low Risk
36,admin.,married,tertiary,no,211,yes,no,unknown,5.0,may,146.0,2.0,-1.0,0.0,unknown,no,Low Risk
58,retired,married,primary,no,235,yes,no,unknown,5.0,may,167.0,1.0,-1.0,0.0,unknown,no,Low Risk
40,services,divorced,unknown,no,4384,yes,no,unknown,5.0,may,315.0,1.0,-1.0,0.0,unknown,no,Low Risk
54,management,married,secondary,no,4080,no,no,unknown,5.0,may,140.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,blue-collar,single,secondary,no,53,yes,yes,unknown,5.0,may,346.0,1.0,-1.0,0.0,unknown,no,High Risk
31,management,single,tertiary,no,0,yes,no,unknown,5.0,may,562.0,1.0,-1.0,0.0,unknown,no,Low Risk
51,retired,married,secondary,no,2127,yes,no,unknown,5.0,may,172.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,management,married,tertiary,no,377,yes,no,unknown,5.0,may,217.0,1.0,-1.0,0.0,unknown,no,Low Risk
55,management,married,tertiary,no,73,yes,no,unknown,5.0,may,142.0,2.0,-1.0,0.0,unknown,no,Low Risk
42,admin.,married,secondary,no,445,yes,no,unknown,5.0,may,67.0,1.0,-1.0,0.0,unknown,no,Low Risk
34,blue-collar,married,secondary,no,243,yes,no,unknown,5.0,may,291.0,1.0,-1.0,0.0,unknown,no,Low Risk
33,blue-collar,single,secondary,no,307,yes,no,unknown,5.0,may,309.0,2.0,-1.0,0.0,unknown,no,Low Risk
38,services,married,secondary,no,155,yes,no,unknown,5.0,may,248.0,1.0,-1.0,0.0,unknown,no,Low Risk
50,technician,divorced,tertiary,no,173,no,yes,unknown,5.0,may,98.0,1.0,-1.0,0.0,unknown,no,High Risk
43,management,married,tertiary,no,400,yes,no,unknown,5.0,may,256.0,1.0,-1.0,0.0,unknown,no,Low Risk
61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5.0,may,82.0,2.0,-1.0,0.0,unknown,no,Low Risk
47,admin.,married,secondary,no,219,yes,no,unknown,5.0,may,577.0,1.0,-1.0,0.0,unknown,no,Low Risk
48,self-employed,married,tertiary,no,7,yes,no,unknown,5.0,may,286.0,1.0,-1.0,0.0,unknown,no,Low Risk
44,blue-collar,married,secondary,no,575,yes,no,unknown,5.0,may,477.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,student,single,unknown,no,298,yes,no,unknown,5.0,may,611.0,2.0,-1.0,0.0,unknown,no,Low Risk
35,services,married,secondary,no,0,yes,no,unknown,5.0,may,471.0,1.0,-1.0,0.0,unknown,no,Low Risk
50,services,married,secondary,no,5699,yes,no,unknown,5.0,may,381.0,2.0,-1.0,0.0,unknown,no,Low Risk
41,management,married,tertiary,no,176,yes,yes,unknown,5.0,may,42.0,1.0,-1.0,0.0,unknown,no,High Risk
41,management,married,tertiary,no,517,yes,no,unknown,5.0,may,251.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,services,single,unknown,no,257,yes,no,unknown,5.0,may,408.0,1.0,-1.0,0.0,unknown,no,Low Risk
42,retired,married,secondary,no,56,yes,no,unknown,5.0,may,215.0,1.0,-1.0,0.0,unknown,no,Low Risk
38,blue-collar,married,secondary,no,-390,yes,no,unknown,5.0,may,287.0,1.0,-1.0,0.0,unknown,no,High Risk
53,retired,married,secondary,no,330,yes,no,unknown,5.0,may,216.0,2.0,-1.0,0.0,unknown,no,Low Risk
59,housemaid,divorced,primary,no,195,no,no,unknown,5.0,may,366.0,2.0,-1.0,0.0,unknown,no,Low Risk
36,services,married,secondary,no,301,yes,no,unknown,5.0,may,210.0,1.0,-1.0,0.0,unknown,no,Low Risk
54,blue-collar,married,primary,no,-41,yes,no,unknown,5.0,may,288.0,1.0,-1.0,0.0,unknown,no,High Risk
40,technician,married,tertiary,no,483,yes,no,unknown,5.0,may,168.0,1.0,-1.0,0.0,unknown,no,Low Risk
47,other,married,unknown,no,28,no,no,unknown,5.0,may,338.0,2.0,-1.0,0.0,unknown,no,Low Risk
53,unemployed,married,unknown,no,13,no,no,unknown,5.0,may,410.0,3.0,-1.0,0.0,unknown,no,Low Risk
46,housemaid,married,primary,no,965,no,no,unknown,5.0,may,177.0,1.0,-1.0,0.0,unknown,no,Low Risk
39,management,married,tertiary,no,378,yes,yes,unknown,5.0,may,127.0,2.0,-1.0,0.0,unknown,no,High Risk
40,unemployed,married,secondary,no,219,yes,no,unknown,5.0,may,357.0,1.0,-1.0,0.0,unknown,no,Low Risk
28,blue-collar,married,primary,no,324,yes,no,unknown,5.0,may,175.0,1.0,-1.0,0.0,unknown,no,Low Risk
35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5.0,may,300.0,1.0,-1.0,0.0,unknown,no,High Risk
55,retired,married,secondary,no,0,no,yes,unknown,5.0,may,136.0,1.0,-1.0,0.0,unknown,no,High Risk
43,technician,divorced,unknown,no,205,yes,no,unknown,5.0,may,1419.0,1.0,-1.0,0.0,unknown,no,Low Risk
48,blue-collar,married,primary,no,278,yes,no,unknown,5.0,may,125.0,2.0,-1.0,0.0,unknown,no,Low Risk
58,management,married,unknown,no,1065,yes,no,unknown,5.0,may,213.0,3.0,-1.0,0.0,unknown,no,Low Risk
33,management,single,tertiary,no,34,yes,no,unknown,5.0,may,27.0,1.0,-1.0,0.0,unknown,no,Low Risk
36,blue-collar,married,unknown,no,1033,no,no,unknown,5.0,may,238.0,2.0,-1.0,0.0,unknown,no,Low Risk
53,services,divorced,secondary,no,1467,yes,no,unknown,5.0,may,124.0,1.0,-1.0,0.0,unknown,no,Low Risk
